cord_uid,title,abstract,authors,journal,publish_time,source_x,has_full_text,pdf_json_files,pmc_json_files,url,doi
cord_000791,COVID-19 Research Paper 791: Clinical Clinical,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Johnson, Author 1 Jones, Author 2 Brown, Author 3 Miller, Author 4 Brown",Emerging Infectious Diseases,2020-04-28,Research Square,False,pdf_791.json,,https://example.com/paper/791,
cord_000792,COVID-19 Research Paper 792: Epidemiological Epidemiological,This study investigates COVID-19 symptoms using clinical data. The findings suggest important implications for public health policy.,"Author 0 Johnson, Author 1 Smith, Author 2 Williams, Author 3 Garcia, Author 4 Davis",PNAS,2021-05-02,medRxiv,True,pdf_792.json,pmc_792.json,https://example.com/paper/792,
cord_000793,COVID-19 Research Paper 793: Virological Preventive,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Williams, Author 2 Miller",Science,2021-04-20,Elsevier,True,pdf_793.json,pmc_793.json,https://example.com/paper/793,
cord_000794,COVID-19 Research Paper 794: Virological Mathematical Modeling,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for public health policy.,"Author 0 Smith, Author 1 Brown",Science,2020-07-07,bioRxiv,False,pdf_794.json,pmc_794.json,https://example.com/paper/794,
cord_000795,COVID-19 Research Paper 795: Mathematical Modeling Public Health,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for public health policy.,"Author 0 Davis, Author 1 Garcia, Author 2 Williams, Author 3 Jones, Author 4 Garcia, Author 5 Smith",Journal of Medical Virology,2020-01-21,WHO,True,pdf_795.json,pmc_795.json,https://example.com/paper/795,10.1000/000795
cord_000796,COVID-19 Research Paper 796: Virological Preventive,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for public health policy.,"Author 0 Miller, Author 1 Jones, Author 2 Smith, Author 3 Brown, Author 4 Garcia",,2021-04-10,PubMed Central,False,pdf_796.json,pmc_796.json,https://example.com/paper/796,10.1000/000796
cord_000797,COVID-19 Research Paper 797: Diagnostic Epidemiological,This study investigates COVID-19 transmission using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Brown, Author 2 Smith",Science,2022-04-25,bioRxiv,True,pdf_797.json,pmc_797.json,https://example.com/paper/797,10.1000/000797
cord_000798,COVID-19 Research Paper 798: Virological Diagnostic,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for public health policy.,"Author 0 Brown, Author 1 Brown, Author 2 Miller, Author 3 Garcia, Author 4 Williams, Author 5 Davis",Clinical Infectious Diseases,2020-04-03,medRxiv,False,,pmc_798.json,https://example.com/paper/798,10.1000/000798
cord_000799,COVID-19 Research Paper 799: Diagnostic Epidemiological,This study investigates COVID-19 epidemiology using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Smith, Author 1 Johnson, Author 2 Davis, Author 3 Johnson, Author 4 Brown, Author 5 Smith",Nature,2020-01-31,Elsevier,True,pdf_799.json,,https://example.com/paper/799,
cord_000800,COVID-19 Research Paper 800: Mathematical Modeling Epidemiological,This study investigates COVID-19 treatment using clinical data. The findings suggest important implications for treatment protocols.,"Author 0 Williams, Author 1 Brown, Author 2 Williams, Author 3 Johnson, Author 4 Williams, Author 5 Brown",PNAS,2021-05-26,bioRxiv,False,pdf_800.json,pmc_800.json,https://example.com/paper/800,10.1000/000800
cord_000801,COVID-19 Research Paper 801: Preventive Preventive,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Johnson, Author 1 Miller",PLOS ONE,2020-04-26,Elsevier,True,,pmc_801.json,https://example.com/paper/801,
cord_000802,COVID-19 Research Paper 802: Diagnostic Public Health,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for public health policy.,"Author 0 Davis, Author 1 Jones, Author 2 Williams, Author 3 Brown, Author 4 Brown, Author 5 Miller",Science,2020-06-05,medRxiv,False,,,https://example.com/paper/802,10.1000/000802
cord_000803,COVID-19 Research Paper 803: Diagnostic Public Health,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Brown, Author 1 Jones",Nature Medicine,2020-04-26,WHO,False,pdf_803.json,,https://example.com/paper/803,10.1000/000803
cord_000804,COVID-19 Research Paper 804: Clinical Clinical,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Davis, Author 1 Brown, Author 2 Jones",Emerging Infectious Diseases,2020-09-16,Research Square,False,pdf_804.json,pmc_804.json,https://example.com/paper/804,
cord_000805,COVID-19 Research Paper 805: Preventive Diagnostic,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Johnson, Author 1 Garcia, Author 2 Miller, Author 3 Miller",Journal of Medical Virology,2022-06-17,Research Square,True,pdf_805.json,pmc_805.json,https://example.com/paper/805,
cord_000806,COVID-19 Research Paper 806: Preventive Public Health,This study investigates COVID-19 treatment using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Davis, Author 1 Davis",PNAS,2021-01-04,WHO,True,pdf_806.json,pmc_806.json,https://example.com/paper/806,10.1000/000806
cord_000807,COVID-19 Research Paper 807: Therapeutic Preventive,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for public health policy.,"Author 0 Miller, Author 1 Williams, Author 2 Davis, Author 3 Smith",Cell,2021-08-01,medRxiv,False,pdf_807.json,pmc_807.json,https://example.com/paper/807,10.1000/000807
cord_000808,COVID-19 Research Paper 808: Therapeutic Preventive,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for treatment protocols.,"Author 0 Miller, Author 1 Johnson, Author 2 Jones, Author 3 Williams",Science,2020-03-30,bioRxiv,True,pdf_808.json,pmc_808.json,https://example.com/paper/808,10.1000/000808
cord_000809,COVID-19 Research Paper 809: Virological Mathematical Modeling,This study investigates COVID-19 epidemiology using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Jones, Author 2 Miller, Author 3 Davis, Author 4 Jones",,2021-10-05,WHO,True,pdf_809.json,,https://example.com/paper/809,10.1000/000809
cord_000810,COVID-19 Research Paper 810: Therapeutic Public Health,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Miller, Author 2 Davis, Author 3 Johnson",Nature Medicine,2021-12-17,Elsevier,True,pdf_810.json,pmc_810.json,https://example.com/paper/810,10.1000/000810
cord_000811,COVID-19 Research Paper 811: Preventive Virological,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Davis, Author 2 Brown",,2021-05-15,PubMed Central,True,pdf_811.json,,https://example.com/paper/811,
cord_000812,COVID-19 Research Paper 812: Clinical Clinical,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Smith",PNAS,2021-08-21,WHO,True,pdf_812.json,pmc_812.json,https://example.com/paper/812,10.1000/000812
cord_000813,COVID-19 Research Paper 813: Therapeutic Therapeutic,This study investigates COVID-19 diagnosis using laboratory analysis. The findings suggest important implications for vaccine development.,Author 0 Garcia,Journal of Medical Virology,2020-09-22,medRxiv,True,,pmc_813.json,https://example.com/paper/813,10.1000/000813
cord_000814,COVID-19 Research Paper 814: Epidemiological Diagnostic,This study investigates COVID-19 epidemiology using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Miller, Author 1 Miller, Author 2 Miller, Author 3 Garcia",Nature,2022-03-25,bioRxiv,True,pdf_814.json,,https://example.com/paper/814,10.1000/000814
cord_000815,COVID-19 Research Paper 815: Virological Preventive,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Davis, Author 1 Jones, Author 2 Johnson, Author 3 Miller",Clinical Infectious Diseases,2022-09-07,Research Square,False,pdf_815.json,pmc_815.json,https://example.com/paper/815,10.1000/000815
cord_000816,COVID-19 Research Paper 816: Preventive Public Health,This study investigates COVID-19 symptoms using laboratory analysis. The findings suggest important implications for treatment protocols.,Author 0 Johnson,JAMA,2020-09-07,WHO,False,pdf_816.json,pmc_816.json,https://example.com/paper/816,
cord_000817,COVID-19 Research Paper 817: Mathematical Modeling Epidemiological,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Brown, Author 2 Miller, Author 3 Jones",PLOS ONE,2020-06-06,PubMed Central,False,pdf_817.json,pmc_817.json,https://example.com/paper/817,
cord_000818,COVID-19 Research Paper 818: Virological Diagnostic,This study investigates COVID-19 epidemiology using statistical methods. The findings suggest important implications for clinical practice.,"Author 0 Garcia, Author 1 Davis, Author 2 Garcia, Author 3 Smith, Author 4 Miller, Author 5 Miller",NEJM,2020-06-05,Research Square,False,,,https://example.com/paper/818,
cord_000819,COVID-19 Research Paper 819: Virological Therapeutic,This study investigates COVID-19 epidemiology using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Brown, Author 2 Davis, Author 3 Smith, Author 4 Garcia, Author 5 Smith",NEJM,2021-05-27,bioRxiv,True,,pmc_819.json,https://example.com/paper/819,
cord_000820,COVID-19 Research Paper 820: Virological Epidemiological,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Williams, Author 1 Jones, Author 2 Davis, Author 3 Williams, Author 4 Jones, Author 5 Brown",Journal of Medical Virology,2021-02-25,bioRxiv,True,pdf_820.json,pmc_820.json,https://example.com/paper/820,
cord_000821,COVID-19 Research Paper 821: Clinical Virological,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Williams, Author 1 Smith, Author 2 Johnson, Author 3 Johnson, Author 4 Miller",Nature Medicine,2022-10-10,PubMed Central,True,,pmc_821.json,https://example.com/paper/821,10.1000/000821
cord_000822,COVID-19 Research Paper 822: Therapeutic Diagnostic,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for public health policy.,"Author 0 Johnson, Author 1 Brown, Author 2 Miller, Author 3 Williams",Cell,2022-01-01,bioRxiv,False,pdf_822.json,,https://example.com/paper/822,10.1000/000822
cord_000823,COVID-19 Research Paper 823: Epidemiological Public Health,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Jones, Author 2 Miller, Author 3 Jones",PLOS ONE,2021-03-27,bioRxiv,False,,,https://example.com/paper/823,
cord_000824,COVID-19 Research Paper 824: Epidemiological Virological,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Miller, Author 1 Johnson, Author 2 Johnson, Author 3 Garcia, Author 4 Williams, Author 5 Jones",Science,2022-06-27,Research Square,False,pdf_824.json,,https://example.com/paper/824,10.1000/000824
cord_000825,COVID-19 Research Paper 825: Diagnostic Virological,This study investigates COVID-19 diagnosis using statistical methods. The findings suggest important implications for public health policy.,"Author 0 Brown, Author 1 Miller, Author 2 Jones, Author 3 Smith, Author 4 Williams, Author 5 Davis",NEJM,2021-09-11,PubMed Central,True,,pmc_825.json,https://example.com/paper/825,10.1000/000825
cord_000826,COVID-19 Research Paper 826: Public Health Therapeutic,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for clinical practice.,Author 0 Johnson,Nature Medicine,2022-01-21,Research Square,False,,,https://example.com/paper/826,
cord_000827,COVID-19 Research Paper 827: Diagnostic Therapeutic,This study investigates COVID-19 treatment using clinical data. The findings suggest important implications for public health policy.,Author 0 Miller,Science,2021-08-22,bioRxiv,True,pdf_827.json,pmc_827.json,https://example.com/paper/827,10.1000/000827
cord_000828,COVID-19 Research Paper 828: Virological Clinical,This study investigates COVID-19 epidemiology using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Miller, Author 1 Jones, Author 2 Miller, Author 3 Williams, Author 4 Williams",BMJ,2021-05-15,PubMed Central,True,,pmc_828.json,https://example.com/paper/828,
cord_000829,COVID-19 Research Paper 829: Mathematical Modeling Diagnostic,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Williams, Author 2 Brown",Journal of Medical Virology,2022-12-14,Elsevier,False,pdf_829.json,pmc_829.json,https://example.com/paper/829,10.1000/000829
cord_000830,COVID-19 Research Paper 830: Mathematical Modeling Epidemiological,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for public health policy.,"Author 0 Williams, Author 1 Johnson, Author 2 Davis, Author 3 Brown",Nature Medicine,2021-07-01,bioRxiv,False,pdf_830.json,pmc_830.json,https://example.com/paper/830,
cord_000831,COVID-19 Research Paper 831: Virological Clinical,This study investigates COVID-19 symptoms using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Smith",PLOS ONE,2021-10-15,Elsevier,False,pdf_831.json,pmc_831.json,https://example.com/paper/831,10.1000/000831
cord_000832,COVID-19 Research Paper 832: Therapeutic Mathematical Modeling,This study investigates COVID-19 transmission using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Brown, Author 2 Jones, Author 3 Miller, Author 4 Davis, Author 5 Johnson",Clinical Infectious Diseases,2022-10-28,medRxiv,True,pdf_832.json,pmc_832.json,https://example.com/paper/832,10.1000/000832
cord_000833,COVID-19 Research Paper 833: Preventive Therapeutic,This study investigates COVID-19 symptoms using clinical data. The findings suggest important implications for clinical practice.,"Author 0 Williams, Author 1 Johnson, Author 2 Jones, Author 3 Johnson, Author 4 Miller, Author 5 Johnson",Emerging Infectious Diseases,2020-08-01,medRxiv,False,pdf_833.json,,https://example.com/paper/833,10.1000/000833
cord_000834,COVID-19 Research Paper 834: Diagnostic Public Health,This study investigates COVID-19 diagnosis using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Johnson, Author 1 Garcia, Author 2 Smith",Journal of Medical Virology,2020-04-20,PubMed Central,False,,pmc_834.json,https://example.com/paper/834,10.1000/000834
cord_000835,COVID-19 Research Paper 835: Therapeutic Mathematical Modeling,This study investigates COVID-19 treatment using epidemiological models. The findings suggest important implications for public health policy.,"Author 0 Brown, Author 1 Davis, Author 2 Davis, Author 3 Johnson, Author 4 Smith",Emerging Infectious Diseases,2021-12-10,Elsevier,False,pdf_835.json,pmc_835.json,https://example.com/paper/835,10.1000/000835
cord_000836,COVID-19 Research Paper 836: Preventive Public Health,This study investigates COVID-19 symptoms using clinical data. The findings suggest important implications for vaccine development.,Author 0 Jones,PLOS ONE,2022-04-21,Elsevier,True,pdf_836.json,,https://example.com/paper/836,10.1000/000836
cord_000837,COVID-19 Research Paper 837: Virological Therapeutic,This study investigates COVID-19 prevention using laboratory analysis. The findings suggest important implications for treatment protocols.,Author 0 Smith,Nature,2022-09-22,bioRxiv,False,pdf_837.json,,https://example.com/paper/837,10.1000/000837
cord_000838,COVID-19 Research Paper 838: Diagnostic Epidemiological,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for clinical practice.,Author 0 Brown,BMJ,2021-07-26,bioRxiv,False,pdf_838.json,,https://example.com/paper/838,
cord_000839,COVID-19 Research Paper 839: Diagnostic Clinical,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for public health policy.,"Author 0 Smith, Author 1 Miller, Author 2 Jones, Author 3 Davis, Author 4 Davis",Journal of Medical Virology,2020-06-09,Elsevier,True,pdf_839.json,,https://example.com/paper/839,
cord_000840,COVID-19 Research Paper 840: Diagnostic Public Health,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Miller, Author 1 Garcia, Author 2 Garcia",NEJM,2021-02-20,PubMed Central,True,pdf_840.json,,https://example.com/paper/840,
cord_000841,COVID-19 Research Paper 841: Virological Mathematical Modeling,This study investigates COVID-19 epidemiology using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Garcia, Author 1 Garcia, Author 2 Brown, Author 3 Garcia, Author 4 Miller, Author 5 Miller",Cell,2020-10-07,Research Square,False,,,https://example.com/paper/841,
cord_000842,COVID-19 Research Paper 842: Preventive Clinical,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Garcia, Author 2 Garcia, Author 3 Johnson, Author 4 Smith",JAMA,2022-12-02,PubMed Central,False,pdf_842.json,,https://example.com/paper/842,10.1000/000842
cord_000843,COVID-19 Research Paper 843: Mathematical Modeling Therapeutic,This study investigates COVID-19 diagnosis using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Miller, Author 1 Williams, Author 2 Smith, Author 3 Johnson",JAMA,2021-04-17,Elsevier,True,pdf_843.json,,https://example.com/paper/843,10.1000/000843
cord_000844,COVID-19 Research Paper 844: Public Health Virological,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for public health policy.,"Author 0 Jones, Author 1 Brown, Author 2 Garcia, Author 3 Davis, Author 4 Davis",Clinical Infectious Diseases,2021-09-16,medRxiv,False,,,https://example.com/paper/844,
cord_000845,COVID-19 Research Paper 845: Mathematical Modeling Public Health,This study investigates COVID-19 treatment using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Miller, Author 1 Brown, Author 2 Smith, Author 3 Garcia, Author 4 Smith",JAMA,2021-03-07,Research Square,False,,,https://example.com/paper/845,
cord_000846,COVID-19 Research Paper 846: Epidemiological Diagnostic,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for public health policy.,"Author 0 Garcia, Author 1 Smith, Author 2 Garcia, Author 3 Davis, Author 4 Brown, Author 5 Davis",JAMA,2020-09-08,Elsevier,True,,pmc_846.json,https://example.com/paper/846,10.1000/000846
cord_000847,COVID-19 Research Paper 847: Diagnostic Clinical,This study investigates COVID-19 diagnosis using laboratory analysis. The findings suggest important implications for vaccine development.,"Author 0 Johnson, Author 1 Garcia, Author 2 Miller, Author 3 Davis",Journal of Medical Virology,2022-02-01,medRxiv,True,,,https://example.com/paper/847,10.1000/000847
cord_000848,COVID-19 Research Paper 848: Epidemiological Virological,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Johnson, Author 1 Miller, Author 2 Jones, Author 3 Brown, Author 4 Williams, Author 5 Smith",PLOS ONE,2020-10-17,medRxiv,True,pdf_848.json,pmc_848.json,https://example.com/paper/848,10.1000/000848
cord_000849,COVID-19 Research Paper 849: Therapeutic Therapeutic,,"Author 0 Davis, Author 1 Johnson",Clinical Infectious Diseases,2020-03-14,WHO,True,,pmc_849.json,https://example.com/paper/849,10.1000/000849
cord_000850,COVID-19 Research Paper 850: Diagnostic Diagnostic,This study investigates COVID-19 epidemiology using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Davis, Author 1 Williams, Author 2 Davis",NEJM,2021-04-26,medRxiv,True,,pmc_850.json,https://example.com/paper/850,
cord_000851,COVID-19 Research Paper 851: Virological Diagnostic,This study investigates COVID-19 diagnosis using statistical methods. The findings suggest important implications for clinical practice.,Author 0 Davis,Nature,2022-06-20,Elsevier,True,,pmc_851.json,https://example.com/paper/851,
cord_000852,COVID-19 Research Paper 852: Epidemiological Mathematical Modeling,This study investigates COVID-19 treatment using statistical methods. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Brown, Author 2 Brown, Author 3 Williams, Author 4 Johnson, Author 5 Johnson",PLOS ONE,2022-07-18,Elsevier,True,pdf_852.json,,https://example.com/paper/852,10.1000/000852
cord_000853,COVID-19 Research Paper 853: Preventive Virological,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for treatment protocols.,"Author 0 Smith, Author 1 Williams, Author 2 Garcia, Author 3 Miller",Nature,2020-08-21,Research Square,True,pdf_853.json,,https://example.com/paper/853,10.1000/000853
cord_000854,COVID-19 Research Paper 854: Virological Public Health,This study investigates COVID-19 transmission using laboratory analysis. The findings suggest important implications for public health policy.,"Author 0 Brown, Author 1 Jones, Author 2 Davis",Nature,2020-02-13,PubMed Central,False,,pmc_854.json,https://example.com/paper/854,10.1000/000854
cord_000855,COVID-19 Research Paper 855: Diagnostic Preventive,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Johnson, Author 1 Williams, Author 2 Davis, Author 3 Johnson, Author 4 Garcia, Author 5 Brown",Nature,2022-10-18,PubMed Central,True,,,https://example.com/paper/855,10.1000/000855
cord_000856,COVID-19 Research Paper 856: Virological Public Health,This study investigates COVID-19 treatment using statistical methods. The findings suggest important implications for vaccine development.,"Author 0 Johnson, Author 1 Garcia, Author 2 Miller, Author 3 Miller, Author 4 Miller",The Lancet,2020-03-10,bioRxiv,True,pdf_856.json,,https://example.com/paper/856,10.1000/000856
cord_000857,COVID-19 Research Paper 857: Virological Preventive,This study investigates COVID-19 diagnosis using machine learning. The findings suggest important implications for public health policy.,"Author 0 Brown, Author 1 Jones",Journal of Medical Virology,2021-07-07,PubMed Central,True,pdf_857.json,,https://example.com/paper/857,
cord_000858,COVID-19 Research Paper 858: Mathematical Modeling Diagnostic,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for clinical practice.,Author 0 Jones,BMJ,2021-07-23,Research Square,False,pdf_858.json,,https://example.com/paper/858,10.1000/000858
cord_000859,COVID-19 Research Paper 859: Public Health Preventive,This study investigates COVID-19 treatment using clinical data. The findings suggest important implications for treatment protocols.,Author 0 Johnson,Cell,2022-02-25,Elsevier,False,pdf_859.json,,https://example.com/paper/859,10.1000/000859
cord_000860,COVID-19 Research Paper 860: Preventive Clinical,This study investigates COVID-19 epidemiology using laboratory analysis. The findings suggest important implications for public health policy.,Author 0 Garcia,Emerging Infectious Diseases,2021-09-07,WHO,False,,pmc_860.json,https://example.com/paper/860,
cord_000861,COVID-19 Research Paper 861: Therapeutic Mathematical Modeling,This study investigates COVID-19 diagnosis using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Johnson, Author 2 Garcia, Author 3 Williams, Author 4 Garcia, Author 5 Miller",PNAS,2020-06-22,Elsevier,True,,,https://example.com/paper/861,10.1000/000861
cord_000862,COVID-19 Research Paper 862: Public Health Public Health,This study investigates COVID-19 treatment using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Smith, Author 1 Jones, Author 2 Smith, Author 3 Brown, Author 4 Miller",BMJ,2020-05-02,Elsevier,False,pdf_862.json,,https://example.com/paper/862,10.1000/000862
cord_000863,COVID-19 Research Paper 863: Diagnostic Preventive,This study investigates COVID-19 diagnosis using laboratory analysis. The findings suggest important implications for clinical practice.,"Author 0 Garcia, Author 1 Garcia, Author 2 Williams, Author 3 Brown",BMJ,2021-07-25,WHO,True,,pmc_863.json,https://example.com/paper/863,
cord_000864,COVID-19 Research Paper 864: Diagnostic Epidemiological,This study investigates COVID-19 epidemiology using epidemiological models. The findings suggest important implications for treatment protocols.,Author 0 Miller,The Lancet,2022-02-25,WHO,True,pdf_864.json,pmc_864.json,https://example.com/paper/864,10.1000/000864
cord_000865,COVID-19 Research Paper 865: Preventive Diagnostic,This study investigates COVID-19 epidemiology using epidemiological models. The findings suggest important implications for clinical practice.,Author 0 Davis,PNAS,2022-10-11,PubMed Central,True,,pmc_865.json,https://example.com/paper/865,10.1000/000865
cord_000866,COVID-19 Research Paper 866: Public Health Epidemiological,This study investigates COVID-19 epidemiology using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Williams, Author 1 Jones, Author 2 Brown",PLOS ONE,2020-02-08,medRxiv,True,pdf_866.json,,https://example.com/paper/866,
cord_000867,COVID-19 Research Paper 867: Preventive Clinical,This study investigates COVID-19 symptoms using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Davis, Author 1 Williams, Author 2 Jones, Author 3 Williams",NEJM,2022-02-22,PubMed Central,False,pdf_867.json,pmc_867.json,https://example.com/paper/867,10.1000/000867
cord_000868,COVID-19 Research Paper 868: Mathematical Modeling Clinical,This study investigates COVID-19 symptoms using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Smith, Author 1 Garcia, Author 2 Jones, Author 3 Johnson, Author 4 Jones, Author 5 Davis",Cell,2022-02-26,PubMed Central,True,,,https://example.com/paper/868,10.1000/000868
cord_000869,COVID-19 Research Paper 869: Clinical Virological,This study investigates COVID-19 symptoms using clinical data. The findings suggest important implications for public health policy.,"Author 0 Brown, Author 1 Davis, Author 2 Jones, Author 3 Miller, Author 4 Smith, Author 5 Garcia",PLOS ONE,2022-06-28,medRxiv,True,,pmc_869.json,https://example.com/paper/869,10.1000/000869
cord_000870,COVID-19 Research Paper 870: Epidemiological Preventive,This study investigates COVID-19 transmission using statistical methods. The findings suggest important implications for public health policy.,"Author 0 Brown, Author 1 Brown",NEJM,2020-03-31,Elsevier,True,pdf_870.json,,https://example.com/paper/870,
cord_000871,COVID-19 Research Paper 871: Therapeutic Public Health,This study investigates COVID-19 diagnosis using clinical data. The findings suggest important implications for treatment protocols.,"Author 0 Smith, Author 1 Williams, Author 2 Davis, Author 3 Miller, Author 4 Jones, Author 5 Williams",PNAS,2021-04-04,Elsevier,False,,,https://example.com/paper/871,10.1000/000871
cord_000872,COVID-19 Research Paper 872: Mathematical Modeling Public Health,This study investigates COVID-19 treatment using machine learning. The findings suggest important implications for vaccine development.,Author 0 Miller,Clinical Infectious Diseases,2021-02-25,PubMed Central,True,,pmc_872.json,https://example.com/paper/872,
cord_000873,COVID-19 Research Paper 873: Preventive Clinical,This study investigates COVID-19 prevention using machine learning. The findings suggest important implications for vaccine development.,"Author 0 Miller, Author 1 Davis, Author 2 Garcia",PLOS ONE,2022-02-15,bioRxiv,False,,pmc_873.json,https://example.com/paper/873,10.1000/000873
cord_000874,COVID-19 Research Paper 874: Epidemiological Epidemiological,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for vaccine development.,"Author 0 Miller, Author 1 Johnson, Author 2 Jones, Author 3 Jones",Nature,2021-01-12,PubMed Central,False,,pmc_874.json,https://example.com/paper/874,10.1000/000874
cord_000875,COVID-19 Research Paper 875: Virological Preventive,This study investigates COVID-19 prevention using epidemiological models. The findings suggest important implications for clinical practice.,"Author 0 Brown, Author 1 Miller, Author 2 Johnson, Author 3 Williams, Author 4 Garcia, Author 5 Smith",Journal of Medical Virology,2022-06-01,Research Square,False,,pmc_875.json,https://example.com/paper/875,10.1000/000875
cord_000876,COVID-19 Research Paper 876: Diagnostic Virological,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Jones, Author 1 Davis, Author 2 Williams, Author 3 Williams, Author 4 Davis, Author 5 Davis",PNAS,2022-12-26,bioRxiv,False,,,https://example.com/paper/876,
cord_000877,COVID-19 Research Paper 877: Epidemiological Mathematical Modeling,,"Author 0 Williams, Author 1 Brown, Author 2 Brown",PLOS ONE,2020-04-17,WHO,False,,,https://example.com/paper/877,10.1000/000877
cord_000878,COVID-19 Research Paper 878: Virological Virological,This study investigates COVID-19 diagnosis using laboratory analysis. The findings suggest important implications for treatment protocols.,"Author 0 Brown, Author 1 Smith, Author 2 Garcia, Author 3 Johnson, Author 4 Williams, Author 5 Miller",The Lancet,2021-09-16,Elsevier,True,,,https://example.com/paper/878,10.1000/000878
cord_000879,COVID-19 Research Paper 879: Public Health Preventive,This study investigates COVID-19 epidemiology using epidemiological models. The findings suggest important implications for treatment protocols.,"Author 0 Williams, Author 1 Smith, Author 2 Johnson, Author 3 Garcia",Clinical Infectious Diseases,2020-03-05,Research Square,True,,,https://example.com/paper/879,
cord_000880,COVID-19 Research Paper 880: Preventive Preventive,This study investigates COVID-19 transmission using machine learning. The findings suggest important implications for treatment protocols.,"Author 0 Williams, Author 1 Smith, Author 2 Johnson, Author 3 Garcia",PLOS ONE,2021-12-13,Elsevier,False,,,https://example.com/paper/880,
